Map 6.8,,,
"Employee jobs, by ward",,,
,,,Numbers
Ward,Code,Borough,Employees
,,,
TheWrythe,00BFGR,Sutton,"1,498"
WallingtonNorth,00BFGS,Sutton,"3,477"
WallingtonSouth,00BFGT,Sutton,"2,915"
WandleValley,00BFGU,Sutton,"2,790"
WorcesterPark,00BFGW,Sutton,"2,957"
BethnalGreenNorth,00BGFW,Tower Hamlets,"4,365"
BethnalGreenSouth,00BGFX,Tower Hamlets,"2,842"
BlackwallandCubittTown,00BGFY,Tower Hamlets,"17,630"
BowEast,00BGFZ,Tower Hamlets,"5,454"
BowWest,00BGGA,Tower Hamlets,"2,373"
Bromley-by-Bow,00BGGB,Tower Hamlets,"4,001"
EastIndiaandLansbury,00BGGC,Tower Hamlets,"2,941"
Limehouse,00BGGD,Tower Hamlets,"4,509"
MileEndandGlobeTown,00BGGE,Tower Hamlets,"6,329"
MileEndEast,00BGGF,Tower Hamlets,"2,594"
Millwall,00BGGG,Tower Hamlets,"85,875"
StDunstan'sandStepneyGreen,00BGGH,Tower Hamlets,"2,333"
StKatharine'sandWapping,00BGGJ,Tower Hamlets,"15,593"
Shadwell,00BGGK,Tower Hamlets,"2,920"
SpitalfieldsandBanglatown,00BGGL,Tower Hamlets,"16,058"
Weavers,00BGGM,Tower Hamlets,"3,199"
Whitechapel,00BGGN,Tower Hamlets,"19,780"
CannHall,00BHFX,Waltham Forest,871
Cathall,00BHFY,Waltham Forest,"1,280"
ChapelEnd,00BHFZ,Waltham Forest,"2,590"
ChingfordGreen,00BHGA,Waltham Forest,"3,120"
Endlebury,00BHGB,Waltham Forest,"1,302"
Forest,00BHGC,Waltham Forest,"5,388"
GroveGreen,00BHGD,Waltham Forest,986
HaleEndandHighamsPark,00BHGE,Waltham Forest,"2,500"
HatchLane,00BHGF,Waltham Forest,"1,128"
HighStreet,00BHGG,Waltham Forest,"3,204"
HighamHill,00BHGH,Waltham Forest,"4,067"
HoeStreet,00BHGJ,Waltham Forest,"3,170"
Larkswood,00BHGK,Waltham Forest,"3,068"
LeaBridge,00BHGL,Waltham Forest,"3,857"
Leyton,00BHGM,Waltham Forest,"4,332"
Leytonstone,00BHGN,Waltham Forest,"4,130"
Markhouse,00BHGP,Waltham Forest,"3,501"
Valley,00BHGQ,Waltham Forest,"3,157"
WilliamMorris,00BHGR,Waltham Forest,"2,432"
WoodStreet,00BHGS,Waltham Forest,"2,597"
Balham,00BJFZ,Wandsworth,"3,711"
Bedford,00BJGA,Wandsworth,"1,888"
Earlsfield,00BJGB,Wandsworth,"5,807"
EastPutney,00BJGC,Wandsworth,"4,917"
Fairfield,00BJGD,Wandsworth,"8,305"
Furzedown,00BJGE,Wandsworth,"1,473"
Graveney,00BJGF,Wandsworth,"3,668"
Latchmere,00BJGG,Wandsworth,"2,195"
Nightingale,00BJGH,Wandsworth,"3,696"
Northcote,00BJGJ,Wandsworth,"6,170"
Queenstown,00BJGK,Wandsworth,"13,572"
Roehampton,00BJGL,Wandsworth,"4,077"
StMary'sPark,00BJGM,Wandsworth,"8,847"
Shaftesbury,00BJGN,Wandsworth,"4,167"
Southfields,00BJGP,Wandsworth,"4,944"
Thamesfield,00BJGQ,Wandsworth,"10,066"
Tooting,00BJGR,Wandsworth,"10,284"
WandsworthCommon,00BJGS,Wandsworth,"3,972"
WestHill,00BJGT,Wandsworth,"2,010"
WestPutney,00BJGU,Wandsworth,"2,191"
AbbeyRoad,00BKGA,Westminster,"3,464"
Bayswater,00BKGB,Westminster,"3,609"
BryanstonandDorsetSquare,00BKGC,Westminster,"22,401"
Churchill,00BKGD,Westminster,"3,203"
ChurchStreet,00BKGE,Westminster,"4,658"
HarrowRoad,00BKGF,Westminster,"1,501"
HydePark,00BKGG,Westminster,"24,312"
KnightsbridgeandBelgravia,00BKGH,Westminster,"25,641"
LancasterGate,00BKGJ,Westminster,"7,637"
LittleVenice,00BKGK,Westminster,"2,985"
MaidaVale,00BKGL,Westminster,"1,583"
MaryleboneHighStreet,00BKGM,Westminster,"51,355"
Queen'sPark,00BKGN,Westminster,"1,751"
Regent'sPark,00BKGP,Westminster,"8,864"
StJames's,00BKGQ,Westminster,"179,679"
Tachbrook,00BKGR,Westminster,"2,819"
VincentSquare,00BKGS,Westminster,"27,760"
Warwick,00BKGT,Westminster,"21,059"
Westbourne,00BKGU,Westminster,"3,539"
WestEnd,00BKGW,Westminster,"178,976"
,,,
Total,H,London,"4,078,070"
